id_municipio,id,municipio_nome,unidade
3553609,342,Tapiratiba,URAE 1 - Sudeste
3553658,133,Taquaral,URAE 4 - Norte
3553708,134,Taquaritinga,URAE 4 - Norte
3553807,343,Taquarituba,URAE 1 - Sudeste
3553856,344,Taquarivaí,URAE 1 - Sudeste
3553906,345,Tarabaí,URAE 1 - Sudeste
3553955,346,Tarumã,URAE 1 - Sudeste
3554003,347,Tatuí,URAE 1 - Sudeste
3554102,348,Taubaté,URAE 1 - Sudeste
3554201,349,Tejupá,URAE 1 - Sudeste
3554300,350,Teodoro Sampaio,URAE 1 - Sudeste
3554409,351,Terra Roxa,URAE 1 - Sudeste
3554508,94,Tietê,URAE 2 - Centro
3554607,352,Timburi,URAE 1 - Sudeste
3554656,353,Torre de Pedra,URAE 1 - Sudeste
3554706,354,Torrinha,URAE 1 - Sudeste
3554755,95,Trabiju,URAE 2 - Centro
3554805,355,Tremembé,URAE 1 - Sudeste
3554904,356,Três Fronteiras,URAE 1 - Sudeste
3554953,33,Tuiuti,URAE 3 - Leste
3555000,357,Tupã,URAE 1 - Sudeste
3555109,96,Tupi Paulista,URAE 2 - Centro
3555208,358,Turiúba,URAE 1 - Sudeste
3555307,359,Turmalina,URAE 1 - Sudeste
3555356,135,Ubarana,URAE 4 - Norte
3555406,360,Ubatuba,URAE 1 - Sudeste
3555505,361,Ubirajara,URAE 1 - Sudeste
3555604,136,Uchoa,URAE 4 - Norte
3555703,362,União Paulista,URAE 1 - Sudeste
3555802,363,Urânia,URAE 1 - Sudeste
3555901,364,Uru,URAE 1 - Sudeste
3556008,137,Urupês,URAE 4 - Norte
3556107,365,Valentim Gentil,URAE 1 - Sudeste
3556206,34,Valinhos,URAE 3 - Leste
3556305,138,Valparaíso,URAE 4 - Norte
3556354,366,Vargem,URAE 1 - Sudeste
3556404,139,Vargem Grande do Sul,URAE 4 - Norte
3556453,367,Vargem Grande Paulista,URAE 1 - Sudeste
3556503,368,Várzea Paulista,URAE 1 - Sudeste
3556602,97,Vera Cruz,URAE 2 - Centro
3556701,35,Vinhedo,URAE 3 - Leste
3556800,140,Viradouro,URAE 4 - Norte
3556909,141,Vista Alegre do Alto,URAE 4 - Norte
3556958,369,Vitória Brasil,URAE 1 - Sudeste
3557006,98,Votorantim,URAE 2 - Centro
3557105,142,Votuporanga,URAE 4 - Norte
3557154,370,Zacarias,URAE 1 - Sudeste
